Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val,Strategy,Elite Onesie
3,WR,Adam Thielen,MIN,6,68,62.9,5.1,7/14/2022,120,Modified Superhero RB,Neither
3,WR,Devonta Smith,PHI,7,77,74.6,2.4,7/14/2022,120,Modified Superhero RB,Neither
3,RB,Devin Singletary,BUF,8,92,85.6,6.4,7/14/2022,120,Modified Superhero RB,Neither
3,QB,Kirk Cousins,MIN,9,101,107.6,-6.6,7/14/2022,120,Modified Superhero RB,Neither
3,WR,Skyy Moore,KC,10,116,115.9,0.1,7/14/2022,120,Modified Superhero RB,Neither
3,RB,Alexander Mattison,MIN,11,125,123.8,1.2,7/14/2022,120,Modified Superhero RB,Neither
3,QB,Trevor Lawrence,JAX,12,140,134.1,5.9,7/14/2022,120,Modified Superhero RB,Neither
3,TE,Pat Freiermuth,PIT,13,149,128.2,20.8,7/14/2022,120,Modified Superhero RB,Neither
3,TE,Robert Tonyan,GB,14,164,144.8,19.2,7/14/2022,120,Modified Superhero RB,Neither
3,TE,Evan Engram,JAX,15,173,173.7,-0.7,7/14/2022,120,Modified Superhero RB,Neither
3,QB,Carson Wentz,WAS,16,188,182,6,7/14/2022,120,Modified Superhero RB,Neither
3,RB,Marlon Mack,HOU,17,197,168.2,28.8,7/14/2022,120,Modified Superhero RB,Neither
3,RB,Brian Robinson,WAS,18,212,193.8,18.2,7/14/2022,120,Modified Superhero RB,Neither
3,WR,Zay Jones,JAX,19,221,221,0,7/14/2022,120,Modified Superhero RB,Neither
3,RB,Tristan Ebner,CHI,20,236,236,0,7/14/2022,120,Modified Superhero RB,Neither
4,WR,Davante Adams,LV,1,6,11,-5,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Saquon Barkley,NYG,2,19,19.2,-0.2,7/14/2022,41.3,Anchor RB,Elite QB
4,QB,Josh Allen,BUF,3,30,23.8,6.2,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Gabriel Davis,BUF,4,43,45,-2,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Jerry Jeudy,DEN,5,54,54.9,-0.9,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Chris Godwin,TB,6,67,65.7,1.3,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Elijah Moore,NYJ,7,78,78,0,7/14/2022,41.3,Anchor RB,Elite QB
4,TE,Dawson Knox,BUF,8,91,95.2,-4.2,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Marquez Valdes-Scantling,KC,9,102,92.2,9.8,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,James Cook,BUF,10,115,103.6,11.4,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Rondale Moore,AZ,11,126,131,-5,7/14/2022,41.3,Anchor RB,Elite QB
4,WR,Mecole Hardman,KC,12,139,117.5,21.5,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Darrell Henderson,LAR,13,150,139.7,10.3,7/14/2022,41.3,Anchor RB,Elite QB
4,QB,Zach Wilson,NYJ,14,163,166.9,-3.9,7/14/2022,41.3,Anchor RB,Elite QB
4,TE,Hayden Hurst,CIN,15,174,178,-4,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Jamaal Williams,DET,16,187,181,6,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Chris Evans,CIN,17,198,198,0,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Dernest Johnson,,18,211,211,0,7/14/2022,41.3,Anchor RB,Elite QB
4,TE,CJ Uzomah,NYJ,19,222,222,0,7/14/2022,41.3,Anchor RB,Elite QB
4,RB,Tristan Ebner,CHI,20,235,235,0,7/14/2022,41.3,Anchor RB,Elite QB
5,RB,Christian Mccaffrey,CAR,1,1,2.8,-1.8,7/14/2022,26,Hyperfragile RB,Elite TE
5,RB,Leonard Fournette,TB,2,24,20.6,3.4,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Tee Higgins,CIN,3,25,27.1,-2.1,7/14/2022,26,Hyperfragile RB,Elite TE
5,RB,Breece Hall,NYJ,4,48,47.3,0.7,7/14/2022,26,Hyperfragile RB,Elite TE
5,TE,George Kittle,SF,5,49,51,-2,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Devonta Smith,PHI,6,72,72,0,7/14/2022,26,Hyperfragile RB,Elite TE
5,QB,Joe Burrow,CIN,7,73,68.7,4.3,7/14/2022,26,Hyperfragile RB,Elite TE
5,QB,Trey Lance,SF,8,96,91.2,4.8,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Brandon Aiyuk,SF,9,97,96.9,0.1,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Garrett Wilson,NYJ,10,120,119.8,0.2,7/14/2022,26,Hyperfragile RB,Elite TE
5,RB,Nyheim Hines,IND,11,121,131,-10,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Jameson Williams,DET,12,144,149.3,-5.3,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Jalen Tolbert,DAL,13,145,155.8,-10.8,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Nico Collins,HOU,14,168,174.4,-6.4,7/14/2022,26,Hyperfragile RB,Elite TE
5,TE,Hayden Hurst,CIN,15,169,178.5,-9.5,7/14/2022,26,Hyperfragile RB,Elite TE
5,RB,Chris Evans,CIN,16,192,192,0,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Isaiah Mckenzie,BUF,17,193,193,0,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Julio Jones,,18,216,195.9,20.1,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,Will Fuller,,19,217,213.2,3.8,7/14/2022,26,Hyperfragile RB,Elite TE
5,WR,David Bell,CLE,20,240,203.5,36.5,7/14/2022,26,Hyperfragile RB,Elite TE
6,RB,Najee Harris,PIT,1,12,10.3,1.7,7/14/2022,-2.5,Superhero RB,Elite TE
6,RB,Dandre Swift,DET,2,13,15.9,-2.9,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,DJ Moore,CAR,3,36,35.5,0.5,7/14/2022,-2.5,Superhero RB,Elite TE
6,TE,Kyle Pitts,ATL,4,37,35.5,1.5,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Darnell Mooney,CHI,5,60,60.1,-0.1,7/14/2022,-2.5,Superhero RB,Elite TE
6,QB,Kyler Murray,AZ,6,61,62.3,-1.3,7/14/2022,-2.5,Superhero RB,Elite TE
6,RB,Clyde Edwards-Helaire,KC,7,84,77.8,6.2,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Drake London,ATL,8,85,86.2,-1.2,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Chris Olave,NO,9,108,99.8,8.2,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Skyy Moore,KC,10,109,116.1,-7.1,7/14/2022,-2.5,Superhero RB,Elite TE
6,QB,Justin Fields,CHI,11,132,126.9,5.1,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Rondale Moore,AZ,12,133,131.8,1.2,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Robby Anderson,CAR,13,156,165.2,-9.2,7/14/2022,-2.5,Superhero RB,Elite TE
6,TE,Tyler Higbee,LAR,14,157,161.6,-4.6,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Nico Collins,HOU,15,180,174.4,5.6,7/14/2022,-2.5,Superhero RB,Elite TE
6,QB,Baker Mayfield,CAR,16,181,187.1,-6.1,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Will Fuller,,17,204,204,0,7/14/2022,-2.5,Superhero RB,Elite TE
6,RB,Dernest Johnson,,18,205,205,0,7/14/2022,-2.5,Superhero RB,Elite TE
6,RB,Tristan Ebner,CHI,19,228,228,0,7/14/2022,-2.5,Superhero RB,Elite TE
6,WR,Nkeal Harry,CHI,20,229,229,0,7/14/2022,-2.5,Superhero RB,Elite TE
7,RB,Austin Ekeler,LAC,1,6,6,0,7/14/2022,46.1,Hyperfragile RB,Neither
7,RB,Dandre Swift,DET,2,19,15.9,3.1,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Keenan Allen,LAC,3,30,25.9,4.1,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Marquise Brown,AZ,4,43,42.1,0.9,7/14/2022,46.1,Hyperfragile RB,Neither
7,RB,Breece Hall,NYJ,5,54,47.2,6.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Darnell Mooney,CHI,6,67,60.2,6.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Elijah Moore,NYJ,7,78,78.4,-0.4,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Drake London,ATL,8,91,86.2,4.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,RB,Kareem Hunt,,9,102,95.7,6.3,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Garrett Wilson,NYJ,10,115,119.7,-4.7,7/14/2022,46.1,Hyperfragile RB,Neither
7,QB,Trevor Lawrence,JAX,11,126,134.8,-8.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,TE,Cole Kmet,CHI,12,139,129.2,9.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,TE,Albert Okwuegbunam,,13,150,134.4,15.6,7/14/2022,46.1,Hyperfragile RB,Neither
7,TE,Tyler Higbee,LAR,14,163,161.9,1.1,7/14/2022,46.1,Hyperfragile RB,Neither
7,QB,Carson Wentz,WAS,15,174,184.8,-10.8,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Curtis Samuel,WAS,16,187,187,0,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,George Pickens,PIT,17,198,186.5,11.5,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Zay Jones,JAX,18,211,211,0,7/14/2022,46.1,Hyperfragile RB,Neither
7,QB,Kenny Pickett,PIT,19,222,222,0,7/14/2022,46.1,Hyperfragile RB,Neither
7,WR,Calvin Austin,PIT,20,235,235,0,7/14/2022,46.1,Hyperfragile RB,Neither
8,WR,Davante Adams,LV,1,9,11,-2,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Deebo Samuel,SF,2,16,18.7,-2.7,7/14/2022,75.4,Modified Superhero RB,Neither
8,RB,Javonte Williams,DEN,3,33,26,7,7/14/2022,75.4,Modified Superhero RB,Neither
8,RB,Travis Etienne,JAX,4,40,32.8,7.2,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Jerry Jeudy,DEN,5,57,55,2,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Chris Godwin,TB,6,64,65.5,-1.5,7/14/2022,75.4,Modified Superhero RB,Neither
8,RB,AJ Dillon,GB,7,81,70.3,10.7,7/14/2022,75.4,Modified Superhero RB,Neither
8,QB,Dak Prescott,DAL,8,88,82.5,5.5,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Marquez Valdes-Scantling,KC,9,105,92.3,12.7,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Kadarius Toney,NYG,10,112,101.5,10.5,7/14/2022,75.4,Modified Superhero RB,Neither
8,QB,Trevor Lawrence,JAX,11,129,134.8,-5.8,7/14/2022,75.4,Modified Superhero RB,Neither
8,RB,Nyheim Hines,IND,12,136,130.9,5.1,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Jalen Tolbert,DAL,13,153,155.4,-2.4,7/14/2022,75.4,Modified Superhero RB,Neither
8,QB,Daniel Jones,NYG,14,160,154.1,5.9,7/14/2022,75.4,Modified Superhero RB,Neither
8,TE,Tyler Higbee,LAR,15,177,161.8,15.2,7/14/2022,75.4,Modified Superhero RB,Neither
8,TE,Evan Engram,JAX,16,184,174.9,9.1,7/14/2022,75.4,Modified Superhero RB,Neither
8,TE,Brevin Jordan,HOU,17,201,202.1,-1.1,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Wandale Robinson,NYG,18,208,208,0,7/14/2022,75.4,Modified Superhero RB,Neither
8,WR,Zay Jones,JAX,19,225,225,0,7/14/2022,75.4,Modified Superhero RB,Neither
8,RB,Matt Breida,NYG,20,232,232,0,7/14/2022,75.4,Modified Superhero RB,Neither
9,WR,Jamar Chase,CIN,1,7,5.7,1.3,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Ceedee Lamb,DAL,2,17,15,2,7/15/2022,27.6,Zero RB,Elite TE
9,TE,Kyle Pitts,ATL,3,31,35.4,-4.4,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Gabriel Davis,BUF,4,42,45,-3,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Amon-Ra St. Brown,DET,5,55,55,0,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Rashod Bateman,BAL,6,66,60,6,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Tyler Boyd,CIN,7,79,79,0,7/15/2022,27.6,Zero RB,Elite TE
9,QB,Trey Lance,SF,8,90,91.2,-1.2,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Brandon Aiyuk,SF,9,103,96.8,6.2,7/15/2022,27.6,Zero RB,Elite TE
9,RB,James Cook,BUF,10,114,104.1,9.9,7/15/2022,27.6,Zero RB,Elite TE
9,WR,Garrett Wilson,NYJ,11,127,119.7,7.3,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Ronald Jones,KC,12,138,135,3,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Kenneth Gainwell,PHI,13,151,153,-2,7/15/2022,27.6,Zero RB,Elite TE
9,QB,Zach Wilson,NYJ,14,162,167.1,-5.1,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Tyrion Davis-Price,SF,15,175,168.8,6.2,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Raheem Mostert,MIA,16,186,185,1,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Zamir White,LV,17,199,198.6,0.4,7/15/2022,27.6,Zero RB,Elite TE
9,TE,CJ Uzomah,NYJ,18,210,210,0,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Dontrell Hilliard,TEN,19,223,223,0,7/15/2022,27.6,Zero RB,Elite TE
9,RB,Eno Benjamin,AZ,20,234,234,0,7/15/2022,27.6,Zero RB,Elite TE
10,WR,Ceedee Lamb,DAL,1,12,15,-3,7/15/2022,75.5,Zero RB,Neither
10,WR,Deebo Samuel,SF,2,13,18.7,-5.7,7/15/2022,75.5,Zero RB,Neither
10,WR,DJ Moore,CAR,3,36,35.4,0.6,7/15/2022,75.5,Zero RB,Neither
10,WR,Marquise Brown,AZ,4,37,42.1,-5.1,7/15/2022,75.5,Zero RB,Neither
10,WR,Darnell Mooney,CHI,5,60,60,0,7/15/2022,75.5,Zero RB,Neither
10,TE,Dalton Schultz,DAL,6,61,61,0,7/15/2022,75.5,Zero RB,Neither
10,QB,Dak Prescott,DAL,7,84,82,2,7/15/2022,75.5,Zero RB,Neither
10,QB,Trey Lance,SF,8,85,91,-6,7/15/2022,75.5,Zero RB,Neither
10,RB,James Cook,BUF,9,108,102,6,7/15/2022,75.5,Zero RB,Neither
10,WR,Treylon Burks,TEN,10,109,112.1,-3.1,7/15/2022,75.5,Zero RB,Neither
10,RB,Nyheim Hines,IND,11,132,130,2,7/15/2022,75.5,Zero RB,Neither
10,RB,Rachaad White,TB,12,133,131,2,7/15/2022,75.5,Zero RB,Neither
10,RB,JD Mckissic,WAS,13,156,155,1,7/15/2022,75.5,Zero RB,Neither
10,WR,Jahan Dotson,WAS,14,157,141.3,15.7,7/15/2022,75.5,Zero RB,Neither
10,TE,Hayden Hurst,CIN,15,180,178.6,1.4,7/15/2022,75.5,Zero RB,Neither
10,RB,Khalil Herbert,CHI,16,181,165.9,15.1,7/15/2022,75.5,Zero RB,Neither
10,TE,Brevin Jordan,HOU,17,204,202,2,7/15/2022,75.5,Zero RB,Neither
10,RB,Zamir White,LV,18,205,198.6,6.4,7/15/2022,75.5,Zero RB,Neither
10,RB,Donta Foreman,CAR,19,228,201,27,7/15/2022,75.5,Zero RB,Neither
10,WR,Wandale Robinson,NYG,20,229,211.8,17.2,7/15/2022,75.5,Zero RB,Neither
11,RB,Dalvin Cook,MIN,1,9,9.3,-0.3,7/15/2022,29.1,Superhero RB,Elite TE
11,RB,Aaron Jones,GB,2,16,17.4,-1.4,7/15/2022,29.1,Superhero RB,Elite TE
11,TE,Kyle Pitts,ATL,3,33,35.4,-2.4,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Marquise Brown,AZ,4,40,42.1,-2.1,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Diontae Johnson,PIT,5,57,49.6,7.4,7/15/2022,29.1,Superhero RB,Elite TE
11,QB,Kyler Murray,AZ,6,64,62.2,1.8,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Deandre Hopkins,AZ,7,81,81.6,-0.6,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Christian Kirk,JAX,8,88,89.4,-1.4,7/15/2022,29.1,Superhero RB,Elite TE
11,TE,Zach Ertz,AZ,9,105,102.3,2.7,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Chase Claypool,PIT,10,112,110.7,1.3,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Rondale Moore,AZ,11,129,131.8,-2.8,7/15/2022,29.1,Superhero RB,Elite TE
11,QB,Trevor Lawrence,JAX,12,136,134.9,1.1,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Jahan Dotson,WAS,13,153,141.4,11.6,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Marvin Jones,JAX,14,160,164.5,-4.5,7/15/2022,29.1,Superhero RB,Elite TE
11,RB,Tyrion Davis-Price,SF,15,177,168.8,8.2,7/15/2022,29.1,Superhero RB,Elite TE
11,RB,Jamaal Williams,DET,16,184,181,3,7/15/2022,29.1,Superhero RB,Elite TE
11,RB,Brian Robinson,WAS,17,201,193.5,7.5,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Will Fuller,,18,208,208,0,7/15/2022,29.1,Superhero RB,Elite TE
11,RB,Dernest Johnson,,19,225,225,0,7/15/2022,29.1,Superhero RB,Elite TE
11,WR,Romeo Doubs,GB,20,232,232,0,7/15/2022,29.1,Superhero RB,Elite TE
